,train,val,test
969641,True,False,False
868621,True,False,False
940805,True,False,False
963253,True,False,False
941954,True,False,False
991927,True,False,False
886469,True,False,False
1010735,True,False,False
917197,True,False,False
862542,True,False,False
861265,True,False,False
909763,True,False,False
1003396,True,False,False
910230,True,False,False
945185,True,False,False
972896,True,False,False
821353,True,False,False
1003947,True,False,False
997862,True,False,False
P042036,True,False,False
P009234,True,False,False
P009159,True,False,False
867574,True,False,False
1005707,True,False,False
942986,True,False,False
902688,True,False,False
880814,True,False,False
939946,True,False,False
997600,True,False,False
862666,True,False,False
702377,True,False,False
1004876,True,False,False
903372,True,False,False
862672,True,False,False
732778,True,False,False
921084,True,False,False
993453,True,False,False
960528,True,False,False
904539,True,False,False
1005314,True,False,False
989265,True,False,False
980623,True,False,False
989680,True,False,False
940048,True,False,False
996809,True,False,False
950274,True,False,False
1011725,True,False,False
1004642,True,False,False
1008559,True,False,False
981227,True,False,False
1002073,True,False,False
985937,True,False,False
987991,True,False,False
1007903,True,False,False
1009410,True,False,False
995345,True,False,False
996313,True,False,False
1009561,True,False,False
1006657,True,False,False
P046359,True,False,False
1010699,True,False,False
P034988,True,False,False
1000596,True,False,False
P042563,True,False,False
1000669,True,False,False
976148,True,False,False
977002,True,False,False
1006238,True,False,False
980237,True,False,False
1003774,True,False,False
984722,True,False,False
976785,True,False,False
976786,True,False,False
1006516,True,False,False
1008001,True,False,False
983671,True,False,False
987994,True,False,False
1002227,True,False,False
982781,True,False,False
988730,True,False,False
985447,True,False,False
977693,True,False,False
P042411,True,False,False
P038503,True,False,False
P043265,True,False,False
P044116,True,False,False
P037560,True,False,False
1002750,True,False,False
905949,True,False,False
977038,True,False,False
772223,True,False,False
H285848,True,False,False
H261781,True,False,False
H263188,True,False,False
H387298,True,False,False
H387167,True,False,False
H298645,True,False,False
H299908,True,False,False
749254,True,False,False
968692,True,False,False
966819,True,False,False
948795,True,False,False
930831,True,False,False
880581,True,False,False
957098,True,False,False
870229,True,False,False
960376,True,False,False
960397,True,False,False
956972,True,False,False
1000905,True,False,False
878010,True,False,False
937684,True,False,False
980233,True,False,False
916803,True,False,False
939948,True,False,False
H310280,True,False,False
H345417,True,False,False
P013083,True,False,False
P024152,True,False,False
969569,True,False,False
975310,True,False,False
P046716,True,False,False
P036227,True,False,False
P039573,True,False,False
P041291,True,False,False
P036045,True,False,False
P045239,True,False,False
980020,True,False,False
P048012,True,False,False
P044644,True,False,False
P035081,True,False,False
P039656,True,False,False
P040029,True,False,False
P038699,True,False,False
P040970,True,False,False
P041610,True,False,False
P042523,True,False,False
P043487,True,False,False
P043687,True,False,False
P033214,True,False,False
P035860,True,False,False
P037147,True,False,False
P041321,True,False,False
P036931,True,False,False
P032724,True,False,False
P046629,True,False,False
P039093,True,False,False
P044465,True,False,False
994039,True,False,False
952892,True,False,False
863493,True,False,False
1005451,True,False,False
936383,True,False,False
1002809,True,False,False
921954,True,False,False
909736,True,False,False
971893,True,False,False
929405,True,False,False
977833,True,False,False
923956,True,False,False
P037285,True,False,False
P047314,True,False,False
P008476,True,False,False
P036930,True,False,False
724256,False,True,False
843878,False,True,False
793260,False,True,False
880439,False,True,False
703007,False,True,False
888375,False,True,False
886429,False,True,False
827967,False,True,False
817314,False,True,False
P038713,False,True,False
962602,False,True,False
879907,False,True,False
P047020,False,True,False
927790,False,True,False
P029078,False,True,False
H357369,False,True,False
P021444,False,True,False
927217,False,True,False
964479,False,True,False
975736,False,True,False
952728,False,True,False
940189,False,True,False
1011551,False,True,False
1005005,False,True,False
P045712,False,True,False
P044605,False,True,False
833549,False,True,False
824378,False,True,False
1008227,False,True,False
1005991,False,True,False
1006982,False,True,False
978155,False,True,False
998715,False,True,False
976918,False,True,False
798714,False,True,False
849155,False,True,False
1008423,False,True,False
996502,False,True,False
990259,False,True,False
P042457,False,True,False
1002747,False,True,False
985442,False,True,False
H306677,False,True,False
PH000626,False,True,False
957530,False,True,False
H383379,False,True,False
P043688,False,True,False
P045451,False,True,False
P040264,False,True,False
P036387,False,True,False
869515,False,True,False
923048,False,True,False
926032,False,False,True
P022642,False,False,True
1004418,False,False,True
1005167,False,False,True
790381,False,False,True
836119,False,False,True
822666,False,False,True
837768,False,False,True
844566,False,False,True
P041632,False,False,True
993991,False,False,True
933963,False,False,True
895205,False,False,True
1004468,False,False,True
947506,False,False,True
968464,False,False,True
919118,False,False,True
728872,False,False,True
P036929,False,False,True
950100,False,False,True
949398,False,False,True
943102,False,False,True
917815,False,False,True
1005925,False,False,True
1007449,False,False,True
P044560,False,False,True
1003210,False,False,True
1001020,False,False,True
1010990,False,False,True
999078,False,False,True
1002328,False,False,True
981091,False,False,True
825916,False,False,True
869149,False,False,True
953645,False,False,True
708669,False,False,True
993613,False,False,True
1008050,False,False,True
989011,False,False,True
972927,False,False,True
1003743,False,False,True
986769,False,False,True
637399,False,False,True
H310088,False,False,True
882203,False,False,True
933922,False,False,True
P039657,False,False,True
P036213,False,False,True
P039499,False,False,True
P044583,False,False,True
980333,False,False,True
979306,False,False,True
