,train,val,test
151,943102,,
152,1007869,,
153,932285,,
154,916205,,
155,1009351,,
156,1004878,,
157,949875,,
158,949278,,
159,944866,,
160,954136,,
161,917815,,
162,924871,,
163,940759,,
164,938323,,
165,1009801,,
166,916802,,
167,943889,,
168,1011551,,
169,929928,,
170,1009525,,
171,1000052,,
172,952728,,
173,940189,,
174,1008867,,
175,949398,,
176,927219,,
177,1007475,,
178,940429,,
179,1005005,,
180,1006975,,
181,1007542,,
182,1004459,,
183,1009805,,
184,1005470,,
185,1005791,,
186,1011549,,
187,1007449,,
188,1009757,,
189,1003486,,
190,1009676,,
191,1005925,,
192,1006916,,
193,1003662,,
194,1011035,,
195,1003509,,
196,1006705,,
197,P045712,,
198,P045266,,
199,P044605,,
200,P046093,,
201,1011116,,
202,1008742,,
203,1009119,,
204,831693,,
205,1003210,,
206,828460,,
207,833549,,
208,1001980,,
209,840820,,
210,826524,,
211,850896,,
212,1011957,,
213,826983,,
214,847101,,
215,843113,,
216,837858,,
217,824378,,
218,820835,,
219,1000559,,
220,1002020,,
221,1009006,,
222,1006229,,
223,999078,,
224,1000661,,
225,1003996,,
226,1011075,,
227,1000899,,
228,1002998,,
229,1004166,,
230,1001004,,
231,1006224,,
232,1007983,,
233,1005233,,
234,1009218,,
235,1010736,,
236,1010990,,
237,1002794,,
238,1003482,,
239,1002328,,
240,999085,,
241,1010976,,
242,1010788,,
243,999974,,
244,1004351,,
245,1001270,,
246,1010012,,
247,1005337,,
248,905932,,
249,969641,,
250,940805,,
251,963253,,
252,941954,,
253,991927,,
254,869149,,
255,886469,,
256,1010735,,
257,917197,,
258,862542,,
259,861265,,
260,909763,,
261,910230,,
262,945185,,
263,978155,,
264,972896,,
265,821353,,
266,997862,,
267,981091,,
268,P042036,,
269,P009234,,
270,P009159,,
271,867574,,
272,1005707,,
273,998715,,
274,942986,,
275,849155,,
276,902688,,
277,880814,,
278,939946,,
279,862666,,
280,702377,,
281,1004876,,
282,903372,,
283,862672,,
284,798714,,
285,921084,,
286,993453,,
287,960528,,
288,904539,,
289,1005314,,
290,980623,,
291,989680,,
292,940048,,
293,1008423,,
294,996809,,
295,989011,,
296,950274,,
297,1008050,,
298,1008559,,
299,981227,,
300,990259,,
301,987991,,
302,1007903,,
303,1009410,,
304,996502,,
305,995345,,
306,996313,,
307,1009561,,
308,1006657,,
309,P046359,,
310,1010699,,
311,P034988,,
312,1000596,,
313,P042563,,
314,1000669,,
315,976148,,
316,977002,,
317,985442,,
318,1006238,,
319,980237,,
320,1003774,,
321,976785,,
322,976786,,
323,1003743,,
324,1006516,,
325,1008001,,
326,987994,,
327,1002227,,
328,982781,,
329,972927,,
330,985447,,
331,P042411,,
332,P042457,,
333,P038503,,
334,P043265,,
335,P044116,,
336,1002747,,
337,1002750,,
338,905949,,
339,772223,,
340,H285848,,
341,H261781,,
342,H263188,,
343,H387298,,
344,H387167,,
345,H306677,,
346,H299908,,
347,PH000626,,
348,749254,,
349,968692,,
350,882203,,
351,966819,,
352,957530,,
353,948795,,
354,930831,,
355,880581,,
356,957098,,
357,870229,,
358,960376,,
359,960397,,
360,956972,,
361,1000905,,
362,878010,,
363,937684,,
364,980233,,
365,H383379,,
366,H345417,,
367,933922,,
368,P013083,,
369,969569,,
370,975310,,
371,P046716,,
372,P036227,,
373,P039573,,
374,P041291,,
375,P036045,,
376,P043688,,
377,P045239,,
378,980020,,
379,P040264,,
380,P048012,,
381,P035081,,
382,P039656,,
383,P040029,,
384,P036387,,
385,P040970,,
386,P039657,,
387,P041610,,
388,P044583,,
389,P045451,,
390,P033214,,
391,P036213,,
392,P037147,,
393,P041321,,
394,P036931,,
395,P032724,,
396,P046629,,
397,P039093,,
398,P044465,,
399,952892,,
400,869515,,
401,863493,,
402,979306,,
403,936383,,
404,1002809,,
405,921954,,
406,909736,,
407,971893,,
408,929405,,
409,923956,,
410,P037285,,
411,P047314,,
412,P008476,,
413,980333,,
